,VOTE_AVERAGE,BUDGET,REVENUE,cluster
1242,6.6,60000000,137551594,2
1243,7.2,70000000,137515140,0
1244,7.4,286284,137416709,1
1245,6.5,90000000,137307235,0
1246,6.4,85000000,137300000,0
1247,6.0,13000000,137056262,1
1248,6.6,75000000,136982834,0
1249,5.2,45000000,136885767,2
1250,6.9,10000000,136836156,1
1251,7.4,54000000,136766062,2
1252,7.6,30000000,136706683,2
1253,6.5,17000000,136621271,1
1254,6.9,50000000,136536687,2
1255,6.8,2200000,136400000,1
1256,8.2,150000000,136384442,3
1257,5.8,40000000,136333522,2
1258,6.3,20000000,136316880,1
1259,5.4,80000000,136159423,0
1260,6.0,20000000,136151680,1
1261,5.9,20000000,135680000,1
1262,6.1,60000000,135511030,2
1263,7.2,25000000,135330182,2
1264,7.5,30000000,135130999,2
1265,7.3,60000000,135039924,2
1266,6.1,70000000,134748021,0
1267,6.7,40000000,134734481,2
1268,7.5,16000000,134582776,1
1269,6.4,28000000,134402450,2
1270,4.4,75000000,134400000,0
1271,6.6,30000000,134212055,2
1272,7.8,31000000,134095253,2
1273,6.2,65000000,133821816,0
1274,5.3,109000000,133800000,0
1275,6.5,25000000,133752825,2
1276,5.9,105000000,133718711,0
1277,6.8,50000000,133511855,2
1278,7.4,15000000,133432856,1
1279,7.3,28000000,133346506,2
1280,7.2,24000000,133000000,2
1281,6.7,25000000,132963417,2
1282,5.2,97250400,132900000,0
1283,7.0,40000000,132820716,2
1284,5.1,103000000,132675864,0
1285,6.0,20000000,132675402,1
1286,5.0,57000000,132563930,2
1287,7.9,54000000,132511035,2
1288,7.2,40000000,132440069,2
1289,5.8,75000000,132274484,0
1290,6.5,61000000,131940411,2
1291,6.6,13000000,131706809,1
1292,6.6,20000000,131647155,1
1293,6.2,42000000,131523093,2
1294,7.2,70000000,131457682,0
1295,5.0,85000000,131426169,0
1296,6.8,45000000,131183530,2
1297,7.1,35000000,131095990,2
1298,7.7,30000000,131016624,2
1299,6.1,70000000,131002597,0
1300,7.1,70000000,130982129,0
1301,6.7,30000000,130786397,2
1302,5.6,54000000,130628903,2
1303,6.3,28000000,130560428,2
1304,6.9,102000000,130482868,0
1305,7.2,8000000,130442786,1
1306,7.9,100000000,130423032,0
1307,7.4,70000000,130293714,0
1308,5.1,40000000,130290885,2
1309,7.2,17000000,130126277,1
1310,6.0,60000000,129832389,2
1311,7.0,7500000,129795554,1
1312,6.7,40000000,129540499,2
1313,6.3,45000000,129394835,2
1314,6.1,60000000,129181830,2
1315,6.7,27000000,129000000,2
1316,5.9,65000000,128905366,0
1317,8.0,28700000,128889373,2
1318,6.4,65000000,128884132,0
1319,7.2,40000000,128798265,2
1320,5.6,54000000,128769345,2
1321,5.8,50000000,128406887,2
1322,6.0,150000000,128388320,3
1323,6.6,65000000,128107642,0
1324,6.5,60000000,128038368,2
1325,7.4,58500000,128027976,2
1326,6.9,40000000,127994610,2
1327,7.3,53000000,127944208,2
1328,6.6,55000000,127906624,2
1329,6.7,50200000,127869379,2
1330,5.7,60000000,127766650,2
1331,6.1,17000000,127730736,1
1332,6.5,62000000,127666415,2
1333,6.1,55000000,127600435,2
1334,6.1,87500000,127461872,0
1335,7.1,100000000,127420861,0
1336,7.0,8000000,127392693,1
1337,6.4,30000000,127369981,2
1338,6.2,40000000,127233108,2
1339,7.0,4300000,126737428,1
1340,6.1,80000000,126546518,0
1341,6.5,7000000,126377836,1
1342,6.7,20000000,126297830,1
1343,7.8,35000000,126216940,2
1344,5.4,40000000,126069509,2
1345,6.2,32000000,126041322,2
1346,8.1,18300000,125983972,1
1347,6.8,100000000,125928656,0
1348,5.9,40000000,125729635,2
1349,6.4,4000000,125728258,1
1350,5.9,17000000,125586134,1
1351,6.6,110000000,125537191,0
1352,6.6,4800000,125479266,1
1353,6.2,38000000,125427681,2
1354,7.5,15000000,125212904,1
1355,7.9,1000000,125002821,1
1356,5.6,45000000,124914842,2
1357,7.5,35000000,124909762,2
1358,7.4,2500000,124881062,1
1359,6.2,40000000,124827316,2
1360,7.5,40000000,124731534,2
1361,6.8,60000000,124700000,2
1362,7.0,8120000,124652206,1
1363,7.8,60000000,124600000,2
1364,7.1,12000000,124600000,1
1365,6.7,48000000,124305181,2
1366,7.3,13000000,123922370,1
1367,6.2,80000000,123729176,0
1368,7.9,15000000,123726688,1
1369,7.0,15000000,123384128,1
1370,5.0,84000000,123307945,0
1371,6.8,18000000,123306987,1
1372,6.3,25000000,123276807,2
1373,6.6,25000000,123276807,2
1374,7.8,70000000,123218424,0
1375,6.5,38000000,123205624,2
1376,6.5,70000000,123081555,0
1377,6.4,60000000,123054041,2
1378,6.8,12500000,123021750,1
1379,6.7,50000000,122915111,2
1380,5.9,90000000,122823468,0
1381,7.0,42000000,122801777,2
1382,7.7,13000000,122700000,1
1383,7.7,80000000,122563539,0
1384,5.8,42000000,122529966,2
1385,6.1,80000000,122444772,0
1386,7.2,60000000,122426792,2
1387,6.5,38000000,122417389,2
1388,7.1,10700000,122200000,1
1389,5.8,18000000,122195920,1
1390,8.1,46000000,122126687,2
1391,5.7,9000000,122033739,1
1392,7.2,100000000,121975011,0
1393,6.2,55000000,121969216,2
1394,6.8,110000000,121790373,0
1395,8.1,28000000,121616555,2
1396,7.2,30000000,121550750,2
1397,7.0,105000000,121214377,0
1398,7.3,80000000,121059225,0
1399,7.6,48000000,120989656,2
1400,7.5,40000000,120654337,2
1401,6.7,49000000,120597108,2
1402,7.0,40000000,120455994,2
1403,7.3,15000000,120207127,1
1404,6.8,50000000,120081841,2
1405,8.4,35000000,120072577,2
1406,7.7,13000000,120000000,1
1407,6.5,38000000,120000000,2
1408,5.8,42000000,119946358,2
1409,6.3,30000000,119942387,2
1410,5.9,60000000,119940815,2
1411,5.9,25000000,119772232,2
1412,6.2,16000000,119754278,1
1413,7.4,4000000,119723856,1
1414,5.6,38000000,119723358,2
1415,6.5,100000000,119559110,0
1416,6.8,85000000,119520023,0
1417,7.3,2600000,119500000,1
1418,6.6,75000000,119483446,0
1419,7.7,11000000,119418501,1
1420,7.3,15000000,119285432,1
1421,5.9,130000000,119269486,0
1422,5.9,50000000,119208989,2
1423,5.6,25000000,119188334,2
1424,6.6,50000000,119137784,2
1425,6.4,17000000,119100758,1
1426,6.1,25000000,118890272,2
1427,6.2,80000000,118880016,0
1428,6.4,10000000,118587880,1
1429,5.5,15000000,118243066,1
1430,6.1,53000000,118200000,2
1431,7.5,40000000,118133252,2
1432,6.4,38000000,118102725,2
1433,6.1,68000000,118063304,0
1434,6.4,70000000,118000000,0
1435,7.8,30000000,117932401,2
1436,5.5,100000000,117831631,0
1437,6.2,14800000,117813057,1
1438,6.7,20000000,117760134,1
1439,6.5,65000000,117758500,0
1440,6.7,45000000,117615211,2
1441,5.9,42000000,117592831,2
1442,6.8,37000000,117501013,2
1443,6.9,65000000,117487473,0
1444,5.8,35000000,117270765,2
1445,7.8,1000000,117250402,1
1446,6.6,20000000,117224271,1
1447,6.9,38000000,117094902,2
1448,6.1,35000000,117000198,2
1449,6.4,35000000,116980662,2
1450,7.3,25000000,116766556,2
1451,6.3,70000000,116672912,0
1452,6.0,30000000,116643421,2
1453,6.1,80000000,116643346,0
1454,5.8,51000000,116476887,2
1455,5.7,69000000,116471580,0
1456,6.7,26000000,116400000,2
1457,5.4,40000000,116300000,2
1458,8.0,52000000,116112375,2
1459,6.4,7200000,116019547,1
1460,7.0,14000000,116000000,1
1461,7.3,25000000,115922175,2
1462,6.4,13000000,115890699,1
1463,6.5,105000000,115772733,0
1464,5.5,35000000,115664037,2
1465,7.9,29000000,115603229,2
1466,6.8,27000000,115505027,2
1467,7.3,17000000,115400000,1
1468,6.2,30000000,115375850,2
1469,6.5,57000000,115267375,2
1470,7.7,27000000,115229890,2
1471,7.7,22000000,115171795,1
1472,6.3,13000000,115103979,1
1473,6.5,30250000,115101622,2
1474,6.8,25000000,114977104,2
1475,7.0,40000000,114830111,2
1476,7.1,75000000,114660784,0
1477,6.1,77000000,114629169,0
1478,5.7,45000000,114501299,2
1479,6.3,30000000,114281051,2
1480,5.5,95000000,114178613,0
1481,6.6,3400000,114000000,1
1482,6.8,75000000,113996937,0
1483,6.2,45000000,113916474,2
1484,6.2,10800000,113864059,1
1485,6.9,46000000,113714830,2
1486,6.7,68000000,113579918,0
1487,5.8,90000000,113493481,0
1488,5.9,35000000,113374103,2
1489,5.6,50000000,113309743,2
1490,6.6,70000000,113280098,0
1491,6.6,50000000,113244290,2
1492,5.7,60000000,113231078,2
1493,5.7,21000000,113118226,1
1494,6.9,37000000,113086475,2
1495,7.6,55000000,113020255,2
1496,6.3,10000000,112983889,1
1497,7.5,1200000,112892319,1
1498,6.6,23000000,112880294,1
1499,8.2,18300000,112790210,1
1500,7.3,35000000,112544580,2
1501,5.2,85000000,112483764,0
1502,5.5,48000000,112462508,2
1503,6.2,38000000,112343513,2
1504,7.1,9500000,112156811,1
1505,6.4,45000000,112006296,2
1506,7.8,63000000,112000000,2
1507,6.7,9000000,111928365,1
1508,7.5,11000000,111858363,1
1509,6.0,40000000,111811453,2
1510,6.6,9500000,111584787,1
1511,6.6,50000000,111476513,2
1512,7.1,37500000,111353135,2
1513,5.7,70000000,111231041,0
1514,7.6,109000000,111202881,0
1515,6.9,20000000,111037232,1
1516,6.5,12000000,110996879,1
1517,9.0,50000000,110989615,2
1518,6.6,19000000,110879513,1
1519,5.5,50000000,110803676,2
1520,6.0,22000000,110627965,1
1521,6.0,50000000,110463140,2
